Year,Laureate_Id,Firstname,Lastname,Category,Prize_Share,Motivation,Gender,Birth_Date,Birth_Country,Birth_City,Death_Date,Death_Country,Death_City,Birth_Country_Code,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
2010,850,Konstantin,Novoselov,physics,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",male,23/08/1974,Russia,Nizhny Tagil,0000-00-00,,,RU,,University of Manchester,Manchester,United Kingdom
2010,849,Andre,Geim,physics,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",male,21/10/1958,Russia,Sochi,0000-00-00,,,RU,,University of Manchester,Manchester,United Kingdom
2010,848,Robert G.,Edwards,medicine,1,"""for the development of in vitro fertilization""",male,27/09/1925,United Kingdom,Batley,10/04/2013,United Kingdom,Cambridge,GB,GB,University of Cambridge,Cambridge,United Kingdom
2010,852,Ei-ichi,Negishi,chemistry,3,"""for palladium-catalyzed cross couplings in organic synthesis""",male,14/07/1935,China,Changchun,06/06/2021,USA,Indianapolis IN,CN,US,Purdue University,West Lafayette IN,USA
2011,873,Christopher A.,Sims,economics,2,"""for their empirical research on cause and effect in the macroeconomy""",male,21/10/1942,USA,Washington D.C.,0000-00-00,,,US,,Princeton University,Princeton NJ,USA
2011,871,Tawakkol,Karman,peace,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",female,07/02/1979,Yemen,Ta'izz,0000-00-00,,,YE,,,,
2011,870,Leymah,Gbowee,peace,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",female,01/02/1972,Liberia,Monrovia,0000-00-00,,,LR,,,,
2011,869,Ellen,Johnson Sirleaf,peace,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",female,29/10/1938,Liberia,Monrovia,0000-00-00,,,LR,,,,
2011,868,Tomas,Tranströmer,literature,1,"""because through his condensed translucent images he gives us fresh access to reality""",male,15/04/1931,Sweden,Stockholm,26/03/2015,Sweden,Stockholm,SE,SE,,,
2011,867,Dan,Shechtman,chemistry,1,"""for the discovery of quasicrystals""",male,24/01/1941,British Mandate of Palestine (now Israel),Tel Aviv,0000-00-00,,,IL,,Technion - Israel Institute of Technology,Haifa,Israel
2011,872,Thomas J.,Sargent,economics,2,"""for their empirical research on cause and effect in the macroeconomy""",male,19/07/1943,USA,Pasadena CA,0000-00-00,,,US,,New York University,New York NY,USA
2011,865,Brian P.,Schmidt,physics,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",male,24/02/1967,USA,Missoula MT,0000-00-00,,,US,,Australian National University,Weston Creek,Australia
2011,864,Saul,Perlmutter,physics,2,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",male,1959-00-00,USA,Champaign-Urbana IL,0000-00-00,,,US,,Lawrence Berkeley National Laboratory,Berkeley CA,USA
2011,863,Ralph M.,Steinman,medicine,2,"""for his discovery of the dendritic cell and its role in adaptive immunity""",male,14/01/1943,Canada,Montreal,30/09/2011,USA,New York NY,CA,US,Rockefeller University,New York NY,USA
2011,862,Jules A.,Hoffmann,medicine,4,"""for their discoveries concerning the activation of innate immunity""",male,02/08/1941,Luxembourg,Echternach,0000-00-00,,,LU,,University of Strasbourg,Strasbourg,France
2011,861,Bruce A.,Beutler,medicine,4,"""for their discoveries concerning the activation of innate immunity""",male,29/12/1957,USA,Chicago IL,0000-00-00,,,US,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
2011,866,Adam G.,Riess,physics,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",male,16/12/1969,USA,Washington D.C.,0000-00-00,,,US,,Johns Hopkins University,Baltimore MD,USA
2012,883,Lloyd S.,Shapley,economics,2,"""for the theory of stable allocations and the practice of market design""",male,02/06/1923,USA,Cambridge MA,12/03/2016,USA,Tucson AZ,US,US,University of California,Los Angeles CA,USA
2012,882,Alvin E.,Roth,economics,2,"""for the theory of stable allocations and the practice of market design""",male,18/12/1951,USA,New York NY,0000-00-00,,,US,,Harvard University,Cambridge MA,USA
2012,881,European Union,,peace,1,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",org,1952-00-00,,,0000-00-00,,,,,,,
2012,880,Mo,Yan,literature,1,"""who with hallucinatory realism merges folk tales history and the contemporary""",male,02/02/1955,China,Gaomi,0000-00-00,,,CN,,,,
2012,879,Brian,Kobilka,chemistry,2,"""for studies of G-protein-coupled receptors""",male,30/05/1955,USA,Little Falls MN,0000-00-00,,,US,,Stanford University School of Medicine,Stanford CA,USA
2012,878,Robert J.,Lefkowitz,chemistry,2,"""for studies of G-protein-coupled receptors""",male,15/04/1943,USA,New York NY,0000-00-00,,,US,,Howard Hughes Medical Institute,,USA
2012,876,Serge,Haroche,physics,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",male,11/09/1944,Morocco,Casablanca,0000-00-00,,,MA,,Collège de France,Paris,France
2012,875,Shinya,Yamanaka,medicine,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",male,04/09/1962,Japan,Osaka,0000-00-00,,,JP,,Kyoto University,Kyoto,Japan
2012,874,Sir John B.,Gurdon,medicine,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",male,02/10/1933,United Kingdom,Dippenhall,0000-00-00,,,GB,,Gurdon Institute,Cambridge,United Kingdom
2012,877,David J.,Wineland,physics,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",male,24/02/1944,USA,Milwaukee WI,0000-00-00,,,US,,National Institute of Standards and Technology,Boulder CO,USA
2013,896,Robert J.,Shiller,economics,3,"""for their empirical analysis of asset prices""",male,29/03/1946,USA,Detroit MI,0000-00-00,,,US,,Yale University,New Haven CT,USA
2013,891,Arieh,Warshel,chemistry,3,"""for the development of multiscale models for complex chemical systems""",male,20/11/1940,British Mandate of Palestine (now Israel),Kibbutz Sde-Nahum,0000-00-00,,,IL,,University of Southern California,Los Angeles CA,USA
2013,895,Lars Peter,Hansen,economics,3,"""for their empirical analysis of asset prices""",male,26/10/1952,USA,Urbana IL,0000-00-00,,,US,,University of Chicago,Chicago IL,USA
2013,894,Eugene F.,Fama,economics,3,"""for their empirical analysis of asset prices""",male,14/02/1939,USA,Boston MA,0000-00-00,,,US,,University of Chicago,Chicago IL,USA
2013,893,Organisation for the Prohibition of Chemical Weapons,,peace,1,"""for its extensive efforts to eliminate chemical weapons""",org,1997-00-00,,,0000-00-00,,,,,,,
2013,892,Alice,Munro,literature,1,"""master of the contemporary short story""",female,10/07/1931,Canada,Wingham,0000-00-00,,,CA,,,,
2013,890,Michael,Levitt,chemistry,3,"""for the development of multiscale models for complex chemical systems""",male,09/05/1947,South Africa,Pretoria,0000-00-00,,,ZA,,Stanford University School of Medicine,Stanford CA,USA
2013,889,Martin,Karplus,chemistry,3,"""for the development of multiscale models for complex chemical systems""",male,15/03/1930,Austria,Vienna,0000-00-00,,,AT,,Université de Strasbourg,Strasbourg,France
2013,888,Peter,Higgs,physics,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",male,29/05/1929,United Kingdom,Newcastle upon Tyne,0000-00-00,,,GB,,University of Edinburgh,Edinburgh,United Kingdom
2013,887,François,Englert,physics,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",male,06/11/1932,Belgium,Etterbeek,0000-00-00,,,BE,,Université Libre de Bruxelles,Brussels,Belgium
2013,886,Thomas C.,Südhof,medicine,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",male,22/12/1955,Germany,Göttingen,0000-00-00,,,DE,,Stanford University,Stanford CA,USA
2013,885,Randy W.,Schekman,medicine,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",male,30/12/1948,USA,St. Paul MN,0000-00-00,,,US,,University of California,Berkeley CA,USA
2013,884,James E.,Rothman,medicine,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",male,03/11/1950,USA,Haverhill MA,0000-00-00,,,US,,Yale University,New Haven CT,USA
2014,915,Jean,Tirole,economics,1,"""for his analysis of market power and regulation""",male,09/08/1953,France,Troyes,0000-00-00,,,FR,,Toulouse School of Economics (TSE),Toulouse,France
2014,914,Malala,Yousafzai,peace,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",female,12/07/1997,Pakistan,Mingora,0000-00-00,,,PK,,,,
2014,912,Patrick,Modiano,literature,1,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",male,30/07/1945,France,Paris,0000-00-00,,,FR,,,,
2014,911,William E.,Moerner,chemistry,3,"""for the development of super-resolved fluorescence microscopy""",male,24/06/1953,USA,Pleasanton CA,0000-00-00,,,US,,Stanford University,Stanford CA,USA
2014,910,Stefan W.,Hell,chemistry,3,"""for the development of super-resolved fluorescence microscopy""",male,23/12/1962,Romania,Arad,0000-00-00,,,RO,,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany
2014,909,Eric,Betzig,chemistry,3,"""for the development of super-resolved fluorescence microscopy""",male,13/01/1960,USA,Ann Arbor MI,0000-00-00,,,US,,Janelia Research Campus Howard Hughes Medical Institute,Ashburn VA,USA
2014,913,Kailash,Satyarthi,peace,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",male,11/01/1954,India,Vidisha,0000-00-00,,,IN,,,,
2014,907,Hiroshi,Amano,physics,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",male,11/09/1960,Japan,Hamamatsu,0000-00-00,,,JP,,Nagoya University,Nagoya,Japan
2014,906,Isamu,Akasaki,physics,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",male,30/01/1929,Japan,Chiran,01/04/2021,Japan,Nagoya,JP,JP,Meijo University,Nagoya,Japan
2014,905,Edvard I.,Moser,medicine,4,"""for their discoveries of cells that constitute a positioning system in the brain""",male,27/04/1962,Norway,Ålesund,0000-00-00,,,NO,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway
2014,904,May-Britt,Moser,medicine,4,"""for their discoveries of cells that constitute a positioning system in the brain""",female,04/01/1963,Norway,Fosnavåg,0000-00-00,,,NO,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway
2014,903,John,O'Keefe,medicine,2,"""for their discoveries of cells that constitute a positioning system in the brain""",male,18/11/1939,USA,New York NY,0000-00-00,,,US,,University College,London,United Kingdom
2014,908,Shuji,Nakamura,physics,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",male,22/05/1954,Japan,Ikata,0000-00-00,,,JP,,University of California,Santa Barbara CA,USA
2015,926,Angus,Deaton,economics,1,"""for his analysis of consumption poverty and welfare""",male,19/10/1945,Scotland,Edinburgh,0000-00-00,,,GB,,Princeton University,Princeton NJ,USA
2015,925,National Dialogue Quartet,,peace,1,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",org,2013-00-00,,,0000-00-00,,,,,,,
2015,924,Svetlana,Alexievich,literature,1,"""for her polyphonic writings a monument to suffering and courage in our time""",female,31/05/1948,Ukraine,Ivano-Frankivsk,0000-00-00,,,UA,,,,
2015,923,Aziz,Sancar,chemistry,3,"""for mechanistic studies of DNA repair""",male,08/09/1946,Turkey,Savur,0000-00-00,,,TR,,University of North Carolina,Chapel Hill NC,USA
2015,922,Paul,Modrich,chemistry,3,"""for mechanistic studies of DNA repair""",male,13/06/1946,USA,Raton NM,0000-00-00,,,US,,Howard Hughes Medical Institute,Durham NC,USA
2015,921,Tomas,Lindahl,chemistry,3,"""for mechanistic studies of DNA repair""",male,28/01/1938,Sweden,Stockholm,0000-00-00,,,SE,,Francis Crick Institute,Hertfordshire,United Kingdom
2015,919,Takaaki,Kajita,physics,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",male,09/03/1959,Japan,Higashimatsuyama,0000-00-00,,,JP,,University of Tokyo,Kashiwa,Japan
2015,918,Youyou,Tu,medicine,2,"""for her discoveries concerning a novel therapy against Malaria""",female,30/12/1930,China,Zhejiang Ningbo,0000-00-00,,,CN,,China Academy of Traditional Chinese Medicine,Beijing,China
2015,917,Satoshi,Ōmura,medicine,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",male,12/07/1935,Japan,Yamanashi Prefecture,0000-00-00,,,JP,,Kitasato University,Tokyo,Japan
2015,916,William C.,Campbell,medicine,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",male,28/06/1930,Ireland,Ramelton,0000-00-00,,,IE,,Drew University,Madison NJ,USA
2015,920,Arthur B.,McDonald,physics,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",male,29/08/1943,Canada,Sydney,0000-00-00,,,CA,,Queen's University,Kingston,Canada
2016,936,Bengt,Holmström,economics,2,"""for their contributions to contract theory""",male,18/04/1949,Finland,Helsinki,0000-00-00,,,FI,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2016,933,Bernard L.,Feringa,chemistry,3,"""for the design and synthesis of molecular machines""",male,18/05/1951,the Netherlands,Barger-Compascuum,0000-00-00,,,NL,,University of Groningen,Groningen,the Netherlands
2016,935,Oliver,Hart,economics,2,"""for their contributions to contract theory""",male,09/10/1948,United Kingdom,London,0000-00-00,,,GB,,Harvard University,Cambridge MA,USA
2016,934,Juan Manuel,Santos,peace,1,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",male,10/08/1951,Colombia,Bogotá,0000-00-00,,,CO,,,,
2016,932,Sir J. Fraser,Stoddart,chemistry,3,"""for the design and synthesis of molecular machines""",male,24/05/1942,United Kingdom,Edinburgh,0000-00-00,,,GB,,Northwestern University,Evanston IL,USA
2016,937,Bob,Dylan,literature,1,"""for having created new poetic expressions within the great American song tradition""",male,24/05/1941,USA,Duluth MN,0000-00-00,,,US,,,,
